text,label
saya merasakan sedikit kecanduan dengan pornografi,label_2
Suka nonton film erotis,label_2
Karna saya sangat jarang melakukan itu,label_2
Tidak pernah,label_2
"Iya, saya sering kecanduan dan merasakan terlalu dekat dengan pornografi",label_2
"Belum pernah dan mencoba untuk tidak pernah, efek dari kecanduan pornogarafi yang sangat bahaya sehingga berusaha untuk menghindari",label_2
internet buat saya adalah satu-satunya gerbang untuk mendapatkan pornografi,label_2
saya terkadang suka,label_2
"ya terkadang, karena sebagai manusia itu adalah hal yang waja tertarik dengan sexual",label_2
"sedikit tertarik karena Jaman sekarang tuh pornografi di internet sering muncul , jangan kan sengaja membukanya diiklan pun sering lewat",label_2
"Walaupun intensitas sudah sangat berkurang, tidak dapat dipungkiri terkadang masih",label_2
terkadang saya tertarik apalagi jika ada hook,label_2
saya menggunakan pornografi saat ingin saja,label_2
saya penasaran,label_2
sedikit menarik dan menyenangkan untuk dibaca.,label_2
"terkadang saya merasa tertarik, terkadang juga tidak",label_2
netral karena Sudah dapat mengontrol nafsu untuk tidak melakukan hal tersebut,label_2
"terkadang, karena pengaruh sosmed",label_2
ketika melihat hal-hal yang membawa ke pornografi saya akan tertarik untuk menonton pornografi,label_2
Kadang-kadang kalau hormon baru naik aja,label_2
Kadang kalau ada penyebabnya kayak misal ngga sengaja liat foto ga senonoh jadi tertarik padahal pengen tobat,label_2
Cuman waktu hormon lagi naik aja,label_2
terkadang ketika nafsu,label_2
Sebagai seorang lelaki pasti akan tertarik,label_2
terkadang saya tertarik kepada pornografi,label_2
terkadang karena sistim algoritma atau pengaturan dari media sosial seperti explore Instagram juga menyelipkan unsur-unsur pornografi bahkan ketika saya tidak pernah membuka/mencari akun maupun konten yang mengandung unsur pornografi,label_2
saya tidak begitu tertarik dengan hal seperti itu secara online,label_2
masih ada iman,label_2
jarang nonton jadi ga tertarik amat,label_2
Saya jarang melakukannya,label_2
Saya tidak mengatur jadwal khusus,label_2
"terkadang saya mengatur, tapi sering nya tidak",label_2
pernah melakukan hal tersebut,label_2
"Hal tersebut sudah biasa untuk seorang anak remaja yg pastinya akan mengonsumi kontent tersebut walaupun jarang, apalagi jarang berolahraga dan tanpa kesibukan lain akan mudah sekali untuk mengonsumsi pornografi",label_2
Sangat jarang saya mengatur jadwal untuk menonton pornografi,label_2
Jarang sekali saya mengatur jadwal untuk hal tidak penting,label_2
Karna jarang saya jarang melakukan itu,label_2
"Pernah kepikiran ""wah nanti malem pokoknya aku nonton""",label_2
Meluangkan waktu untuk pelepas setres,label_2
Kalau kepikiran,label_2
Haha sering tapi g banget pernah kepikiran pokoknya kerjaan selesai terus malemnya nonton,label_2
pokoknya kalau malam ya nonton,label_2
"Terkadang saya tidak perlu sendirian untuk melihat konten tersebut, terkadang nobar bersama teman",label_2
Sesekali iya,label_2
"Pernah terjadi, sekarang sudah tidak",label_2
Kalau dalam konteks melihat pornografi tidak pernah,label_2
Karna saya dapat membedakan mana yang prioritas dan yang tidak.,label_2
saya selalu prioritaskan pekerjaan saya,label_2
"tentu tidak, tetapi pornografi terkadang menjadi bahan pelarian saya",label_2
Kadang kalau beneran baru jenuh,label_2
Kalau tugas belum selesai aja,label_2
Kadang-kadang aja pelampiasan kalau kerjaan susah banget dikerjain,label_2
Terkadang saya menyesal,label_2
Tidak tidak menontonnya,label_2
Biasa aj,label_2
Mungkin karna dah keseringan jadi saya g malu malu banget,label_2
kadang-kadang malu,label_2
kadang merasa lebih tenang,label_2
Biasa ajq,label_2
Ga terlalu malu sih soalnya temen2ku juga terang2an liat porno,label_2
Awal-awal malu lama2 terbiasa,label_2
Awal awal lihat malu tapi ya lama kelamaan yaudah b aja,label_2
Sebenernya antara malu sama ga sadar diri aja duh gmna ya jelasinnya,label_2
Kadang-kadang,label_2
Kalau ketahuan ya malu,label_2
Saya masih punya harga diri,label_2
tidak ada yang tau jika saya melihatnya,label_2
tidak tau,label_2
Tertekan dalam segi takut akan ada orang yang melihat,label_2
Karna lagi ga asyik aja,label_2
"Merasa apa ya, agak bingung menjelaskannya. Bukan yg malu, bukan juga senang, bukan juga yg puas atau apapun itu. Merasa berdosa 🤏",label_2
Masih suka ketagihan jadi g terlalu merasa tertekan la ya,label_2
"Ngga, malah puas",label_2
"tentu tidak, walaupun terkadang ada sedikit rasa bersalah",label_2
Biasa aja,label_2
Saking seringnya iya,label_2
Kalau kelamaan makin tertekan,label_2
Jika setelah manstrubasi,label_2
"Kadang iya kadang engga, apalagi pornografi dalam bentuk cerita kadang konfliknya berat banget jadi nambah tertekan",label_2
"Tertekan sih tidak, tetapi lebih kdng menyesal aja",label_2
Terkadang saya tertekan dan terkadang saya enjoy melihat nya,label_2
Tidak terlalu,label_2
Kadang merasa tertekan namun juga kadang biasa saja,label_2
Saya merasa biasa saja,label_2
"Sakit dalam segi spiritual, mengingat menonton pornografi ada dosa yang sangat besar",label_2
Ingat betul dulu saking seringnya jadi lebih mudah terserang penyakit flu,label_2
saya tidak merasa sakit setelah melihat pronografi online,label_2
Tidak pernah merasa sakit secara fisik,label_2
Sejauh ini paling hanya sakit kepala saja pusing,label_2
Pernah beberapa kali dahulu saat menonton. Menurut saya muncul hasrat seksual yang kurang bisa tersalurkan oleh usia saya yang dulu masih muda,label_2
terkadang merasakan tidak enak telah berbuat dosa,label_2
jarang sekali sakit,label_2
tidak merasa sakit,label_2
jarang merasa sakit,label_2
Sakit mata kalau nonton bener2 gelap,label_2
Sakit kepala iya jikalau keseringan/kelamaan,label_2
Sakit kepala kalau kelamaan menonton,label_2
"Iya,mental sedikit terganggu",label_2
Kalau kelamaan melihat,label_2
Kalau kelamaan melihat jadi sakit kepala,label_2
Saya merasa sedikit sakit pada bagian kemaluan terlalu sering onani,label_2
Tidak pernah merasakan sakit setelah menonton nya,label_2
terkadang iya,label_2
sepertinya karena Kayaknya wajar ga sih semua orang kek gitu,label_2
"Sempat kecanduan, waktu masih umur 20an. penasaran dan terbawa pergaulan teman",label_2
jarang melihat,label_2
tidak pernah menonton,label_2
"Tidak kecanduan, lebih melakukan hal-hal yang lebih terarah",label_2
"Tidak, tidak melihat hal-hal yang berbau pornografi",label_2
benar aku yakin kecanduan pornografi,label_2
Saya rasa saya netral dibagian ini,label_2
"Saya merasa sangat suka dengan pornografi, tidak ada yang salah dengan hal tersebut",label_2
tidak terlalu yakin karena Sudah dapat mengontrol nafsu untuk tidak melakukan hal tersebut,label_2
Saya tidak terlalu merasa kecanduan,label_2
Saya suka sekali dengan pornografi dan selalu ingin menontonnya kembali,label_2
sedikit sering menonton,label_2
Saya gabisa kalo ga nonton porno sehari aja,label_2
tidak terlalu yakin dan berusaha untuk tidak pernah melihat atau mencari sesuatu yang berbau pornografi,label_2
tidak kecanduan porn,label_2
Saya merasa suka dengan pornografi,label_2
saya merasakan sedikit kecanduan dengan pornografi,label_2
Suka nonton film erotis,label_2
Karna saya sangat jarang melakukan itu,label_2
Tidak pernah,label_2
"Iya, saya sering kecanduan dan merasakan terlalu dekat dengan pornografi",label_2
"Belum pernah dan mencoba untuk tidak pernah, efek dari kecanduan pornogarafi yang sangat bahaya sehingga berusaha untuk menghindari",label_2
internet buat saya adalah satu-satunya gerbang untuk mendapatkan pornografi,label_2
saya terkadang suka,label_2
"ya terkadang, karena sebagai manusia itu adalah hal yang waja tertarik dengan sexual",label_2
"sedikit tertarik karena Jaman sekarang tuh pornografi di internet sering muncul , jangan kan sengaja membukanya diiklan pun sering lewat",label_2
"Walaupun intensitas sudah sangat berkurang, tidak dapat dipungkiri terkadang masih",label_2
terkadang saya tertarik apalagi jika ada hook,label_2
saya menggunakan pornografi saat ingin saja,label_2
saya penasaran,label_2
sedikit menarik dan menyenangkan untuk dibaca.,label_2
"terkadang saya merasa tertarik, terkadang juga tidak",label_2
netral karena Sudah dapat mengontrol nafsu untuk tidak melakukan hal tersebut,label_2
"terkadang, karena pengaruh sosmed",label_2
ketika melihat hal-hal yang membawa ke pornografi saya akan tertarik untuk menonton pornografi,label_2
Kadang-kadang kalau hormon baru naik aja,label_2
Kadang kalau ada penyebabnya kayak misal ngga sengaja liat foto ga senonoh jadi tertarik padahal pengen tobat,label_2
Cuman waktu hormon lagi naik aja,label_2
terkadang ketika nafsu,label_2
Sebagai seorang lelaki pasti akan tertarik,label_2
terkadang saya tertarik kepada pornografi,label_2
terkadang karena sistim algoritma atau pengaturan dari media sosial seperti explore Instagram juga menyelipkan unsur-unsur pornografi bahkan ketika saya tidak pernah membuka/mencari akun maupun konten yang mengandung unsur pornografi,label_2
saya tidak begitu tertarik dengan hal seperti itu secara online,label_2
masih ada iman,label_2
jarang nonton jadi ga tertarik amat,label_2
Saya jarang melakukannya,label_2
Saya tidak mengatur jadwal khusus,label_2
"terkadang saya mengatur, tapi sering nya tidak",label_2
pernah melakukan hal tersebut,label_2
"Hal tersebut sudah biasa untuk seorang anak remaja yg pastinya akan mengonsumi kontent tersebut walaupun jarang, apalagi jarang berolahraga dan tanpa kesibukan lain akan mudah sekali untuk mengonsumsi pornografi",label_2
Sangat jarang saya mengatur jadwal untuk menonton pornografi,label_2
Jarang sekali saya mengatur jadwal untuk hal tidak penting,label_2
Karna jarang saya jarang melakukan itu,label_2
"Pernah kepikiran ""wah nanti malem pokoknya aku nonton""",label_2
Meluangkan waktu untuk pelepas setres,label_2
Kalau kepikiran,label_2
Haha sering tapi g banget pernah kepikiran pokoknya kerjaan selesai terus malemnya nonton,label_2
pokoknya kalau malam ya nonton,label_2
"Terkadang saya tidak perlu sendirian untuk melihat konten tersebut, terkadang nobar bersama teman",label_2
Sesekali iya,label_2
"Pernah terjadi, sekarang sudah tidak",label_2
Kalau dalam konteks melihat pornografi tidak pernah,label_2
Karna saya dapat membedakan mana yang prioritas dan yang tidak.,label_2
saya selalu prioritaskan pekerjaan saya,label_2
"tentu tidak, tetapi pornografi terkadang menjadi bahan pelarian saya",label_2
Kadang kalau beneran baru jenuh,label_2
Kalau tugas belum selesai aja,label_2
Kadang-kadang aja pelampiasan kalau kerjaan susah banget dikerjain,label_2
Terkadang saya menyesal,label_2
Tidak tidak menontonnya,label_2
Biasa aj,label_2
Mungkin karna dah keseringan jadi saya g malu malu banget,label_2
kadang-kadang malu,label_2
kadang merasa lebih tenang,label_2
Biasa ajq,label_2
Ga terlalu malu sih soalnya temen2ku juga terang2an liat porno,label_2
Awal-awal malu lama2 terbiasa,label_2
Awal awal lihat malu tapi ya lama kelamaan yaudah b aja,label_2
Sebenernya antara malu sama ga sadar diri aja duh gmna ya jelasinnya,label_2
Kadang-kadang,label_2
Kalau ketahuan ya malu,label_2
Saya masih punya harga diri,label_2
tidak ada yang tau jika saya melihatnya,label_2
tidak tau,label_2
Tertekan dalam segi takut akan ada orang yang melihat,label_2
Karna lagi ga asyik aja,label_2
"Merasa apa ya, agak bingung menjelaskannya. Bukan yg malu, bukan juga senang, bukan juga yg puas atau apapun itu. Merasa berdosa 🤏",label_2
Masih suka ketagihan jadi g terlalu merasa tertekan la ya,label_2
"Ngga, malah puas",label_2
"tentu tidak, walaupun terkadang ada sedikit rasa bersalah",label_2
Biasa aja,label_2
Saking seringnya iya,label_2
Kalau kelamaan makin tertekan,label_2
Jika setelah manstrubasi,label_2
"Kadang iya kadang engga, apalagi pornografi dalam bentuk cerita kadang konfliknya berat banget jadi nambah tertekan",label_2
"Tertekan sih tidak, tetapi lebih kdng menyesal aja",label_2
Terkadang saya tertekan dan terkadang saya enjoy melihat nya,label_2
Tidak terlalu,label_2
Kadang merasa tertekan namun juga kadang biasa saja,label_2
Saya merasa biasa saja,label_2
"Sakit dalam segi spiritual, mengingat menonton pornografi ada dosa yang sangat besar",label_2
Ingat betul dulu saking seringnya jadi lebih mudah terserang penyakit flu,label_2
saya tidak merasa sakit setelah melihat pronografi online,label_2
Tidak pernah merasa sakit secara fisik,label_2
Sejauh ini paling hanya sakit kepala saja pusing,label_2
Pernah beberapa kali dahulu saat menonton. Menurut saya muncul hasrat seksual yang kurang bisa tersalurkan oleh usia saya yang dulu masih muda,label_2
terkadang merasakan tidak enak telah berbuat dosa,label_2
jarang sekali sakit,label_2
tidak merasa sakit,label_2
jarang merasa sakit,label_2
Sakit mata kalau nonton bener2 gelap,label_2
Sakit kepala iya jikalau keseringan/kelamaan,label_2
Sakit kepala kalau kelamaan menonton,label_2
"Iya,mental sedikit terganggu",label_2
Kalau kelamaan melihat,label_2
Kalau kelamaan melihat jadi sakit kepala,label_2
Saya merasa sedikit sakit pada bagian kemaluan terlalu sering onani,label_2
Tidak pernah merasakan sakit setelah menonton nya,label_2
terkadang iya,label_2
saya agak yakin karena sering nonton,label_3
agak sedikit yakin saya kencanduan,label_3
saya sepertinya kencaduan,label_3
terkadang saya merasa kencaduan,label_3
tidak suka nonton,label_3
ridak suka melihat,label_3
tidak suka,label_3
"Tidak kecanduan, tidak terlibat didalamnya",label_3
tidak kecanduan tp kadang-kadang liat,label_3
Di trending Twitter sering tidak sengaja lewat kayak gitu jadi ya kepancing,label_3
Merasa ingin nonton secara terus menerus,label_3
"Gatau juga ya, aku lemah iman banget",label_3
sering nonton,label_3
sering menonton,label_3
kurang suka menonton spt itu,label_3
Akhir akhir ini iya,label_3
Akhir-akhir ini lumayan setress berat jadi pelariannya kesitu,label_3
suka menonton,label_3
saya rasa kencaduan karena Seminggu ini full menonton porno tiap malam,label_3
saya terkadang merasa kecanduan,label_3
sedikit kecanduan karena menonton pornografi kalau hormon baru naik aja,label_3
saya sedikit kecanduan karena ketika bernafsu saya akan melampiaskan ke pornografi,label_3
sedikit kecanduan karena sesekali untuk Pelepas setres,label_3
Kadang kadang saya merasa kecanduan,label_3
saya rasa kecanduan karena Hormon saya tinggi,label_3
Kadang lebih memilih hal tersebut daripada bermain keluar,label_3
terkadang saya merasakan hal tersebut,label_3
terkadang menolak kegiatan sosial untuk menonton,label_3
akan saya tolak,label_3
Saya terkadang mengatur jadwal ketika malam sebelum saya tidur,label_3
Karna itu sudah seperti kebutuhan individu bagi saya,label_3
saya menikmati pornografi sendirian,label_3
Harus teratur,label_3
Karna saya merasa sehari sekali harus menonton video porno,label_3
Agar tidak ketauan siapa siapa jadi harus secara individual,label_3
jika pun harus menonton pornografi saya berusaha untuk mengatur jadwal yang sesuai,label_3
Biasanya sebelum tidur tetapi jadwal tersebut tidak tertata dan hanya dilakukan ketiak saya mau,label_3
saya menonton pornografi ketika bingung mau ngapain,label_3
tidak tau mau ngapain jadi langsung mengarah kesana,label_3
Saya jadwalin malam hari,label_3
terkadang saya mengatur jadwal untuk nonton,label_3
Saya sibuk banget,label_3
"pornografi merupakan konsumsi pribadi dan juga tidak baik, sehingga mengatur jadwal untuk pornografi merupakan pilihan realistis",label_3
saya hanya kepo terhadap sesuatu yang viral,label_3
saya melakukan hal tersebut agar tidak stress,label_3
Beberapa kali pernah melakukan hal tersebut,label_3
saya suka banget untuk melihat pornografi dan terkadang menunda pekerjaan saya,label_3
Kadang kalo lagi 'pengen' banget ya nunda aktivitas lain dulu,label_3
Kalau baru setress banget aja,label_3
Kalau pikiran lagi jenuh,label_3
Kalau bener2 setress sih iya,label_3
Terkadang saya suka menunda prioritas seperti tugas dan kewajiban untuk menonton pornografi,label_3
ketika saya ingin Buang buang waktu,label_3
Malu terhadap martabat diri sendiri ketimbang dengan orang lain,label_3
"Kalo lewat di beranda sosmed, gasuka aja liatnya. I dont think it is appropriate content buat socmed",label_3
saya merasa malu setelah merasa puas,label_3
berasa seakan saya yg melakukannya,label_3
"Merasa apa ya, agak bingung menjelaskannya. Bukan yg malu, bukan juga senang, bukan juga yg puas atau apapun itu",label_3
Terkadang saya malu tapi saya tidak tau kenapa,label_3
"Dulu saat masih menonton biasanya malu, saat ada orang lain (kepergok)",label_3
"Malu, jika sampai melihat/menonton pornografi. hal tersebut masih sangat tabu",label_3
Biasa hal itu sering di zaman sekrng,label_3
"Hal ini , apabila vidio pornografi ditonton akan menimbulkan efek yang luar biasa. Bisa ke arah psikologi",label_3
"ya, dapat merusak pikiran",label_3
suatu hal yg buruk,label_3
kurang nyaman dan gelisah,label_3
kadang-kadang merasa malu,label_3
"Sering banget ngerasain gitu, kok aku jadi gini",label_3
Saya merasa tidak cukup umur untuk melihat konten pornografi,label_3
Malu sih iya selagi tidak ketahuan gapapa,label_3
"Malu, malu kepada diri sendiri dan malu kepada Tuhan.",label_3
merasa negeri telah rusak,label_3
seharusnya tidak perlu dilakukan,label_3
saya merasa melakukan kesalahan,label_3
"Pernah beberapa kali menjadi gelisah dan uring-uringan.
Selanjutkan hal tersebut lah yang membuat saya bisa berhenti dan menghindari hal tersebut hingga sebelum menikah sampai sekarang",label_3
"Menurut saya hal ini terjadi dikan menyebabkan orang-orang yang menonton akan merasa tidak PD, tertekan",label_3
merusak pikiran,label_3
merasa tertekan bila nntn spt itu,label_3
saya tidak suka,label_3
Lebih sering nya sih merasa bersalah,label_3
Kalau keseringan makin tertekan,label_3
Kalau keseringan iya,label_3
Jadi overthingking takut ketahuan,label_3
iyaa takut ketahuan,label_3
mengganggu aktifitas sehari-hari,label_3
"Tidak, saya tidak merasakan sakit",label_3
Mengganggu pikiran saya,label_3
"karna saya merasa bahwa hal ini tidak seharusnya dilakukan, namun saya masih saja melakukannya",label_3
saya merasa tidak enak dan lelah secara mental,label_3
pikiran menjadi tidak tenang,label_3
Saya merasa overhelmed setelah menonton pornografi,label_3
Terkadang merasa bersalah setelah menonton hal tersebut,label_3
"Iyasih kadang ngerasa sakit, kenapa ya aku suka banget nonton film erotis????",label_3
"Sakit mata dan sakit kepala karna nontonnya kan malem, otomatis begadang juga",label_3
"Sakit mata, sakit kepala, saya kalau nonton begadang bisa 2jam",label_3
"Kalau kelamaan lihat, kepala jadi berat",label_3
"Klo sakit kepala sih iya, klo nonton kelamaan",label_3
Tidak sakit hanya menysal,label_3
Pusing iya kalau kelamaan melihat/menonton,label_3
Frekuensi melihat lebih dari satu jam sakit kepala sakit mata pedih gitu,label_3
Haha sakit mata sakit kepala,label_3
Kalau kelamaan melihat lebih dari 30 menit kepala terasa berat,label_3
Sakit kepala,label_3
menyebabkan gangguan jiwa dan gila,label_3
saya agak yakin karena sering nonton,label_3
agak sedikit yakin saya kencanduan,label_3
saya sepertinya kencaduan,label_3
terkadang saya merasa kencaduan,label_3
tidak suka nonton,label_3
ridak suka melihat,label_3
tidak suka,label_3
"Tidak kecanduan, tidak terlibat didalamnya",label_3
tidak kecanduan tp kadang-kadang liat,label_3
Di trending Twitter sering tidak sengaja lewat kayak gitu jadi ya kepancing,label_3
Merasa ingin nonton secara terus menerus,label_3
"Gatau juga ya, aku lemah iman banget",label_3
sering nonton,label_3
sering menonton,label_3
kurang suka menonton spt itu,label_3
Akhir akhir ini iya,label_3
Akhir-akhir ini lumayan setress berat jadi pelariannya kesitu,label_3
suka menonton,label_3
saya rasa kencaduan karena Seminggu ini full menonton porno tiap malam,label_3
saya terkadang merasa kecanduan,label_3
sedikit kecanduan karena menonton pornografi kalau hormon baru naik aja,label_3
saya sedikit kecanduan karena ketika bernafsu saya akan melampiaskan ke pornografi,label_3
sedikit kecanduan karena sesekali untuk Pelepas setres,label_3
Kadang kadang saya merasa kecanduan,label_3
saya rasa kecanduan karena Hormon saya tinggi,label_3
Kadang lebih memilih hal tersebut daripada bermain keluar,label_3
terkadang saya merasakan hal tersebut,label_3
terkadang menolak kegiatan sosial untuk menonton,label_3
akan saya tolak,label_3
Saya terkadang mengatur jadwal ketika malam sebelum saya tidur,label_3
Karna itu sudah seperti kebutuhan individu bagi saya,label_3
saya menikmati pornografi sendirian,label_3
Harus teratur,label_3
Karna saya merasa sehari sekali harus menonton video porno,label_3
Agar tidak ketauan siapa siapa jadi harus secara individual,label_3
jika pun harus menonton pornografi saya berusaha untuk mengatur jadwal yang sesuai,label_3
Biasanya sebelum tidur tetapi jadwal tersebut tidak tertata dan hanya dilakukan ketiak saya mau,label_3
saya menonton pornografi ketika bingung mau ngapain,label_3
tidak tau mau ngapain jadi langsung mengarah kesana,label_3
Saya jadwalin malam hari,label_3
terkadang saya mengatur jadwal untuk nonton,label_3
Saya sibuk banget,label_3
"pornografi merupakan konsumsi pribadi dan juga tidak baik, sehingga mengatur jadwal untuk pornografi merupakan pilihan realistis",label_3
saya hanya kepo terhadap sesuatu yang viral,label_3
saya melakukan hal tersebut agar tidak stress,label_3
Beberapa kali pernah melakukan hal tersebut,label_3
saya suka banget untuk melihat pornografi dan terkadang menunda pekerjaan saya,label_3
Kadang kalo lagi 'pengen' banget ya nunda aktivitas lain dulu,label_3
Kalau baru setress banget aja,label_3
Kalau pikiran lagi jenuh,label_3
Kalau bener2 setress sih iya,label_3
Terkadang saya suka menunda prioritas seperti tugas dan kewajiban untuk menonton pornografi,label_3
ketika saya ingin Buang buang waktu,label_3
Malu terhadap martabat diri sendiri ketimbang dengan orang lain,label_3
"Kalo lewat di beranda sosmed, gasuka aja liatnya. I dont think it is appropriate content buat socmed",label_3
saya merasa malu setelah merasa puas,label_3
berasa seakan saya yg melakukannya,label_3
"Merasa apa ya, agak bingung menjelaskannya. Bukan yg malu, bukan juga senang, bukan juga yg puas atau apapun itu",label_3
Terkadang saya malu tapi saya tidak tau kenapa,label_3
"Dulu saat masih menonton biasanya malu, saat ada orang lain (kepergok)",label_3
"Malu, jika sampai melihat/menonton pornografi. hal tersebut masih sangat tabu",label_3
Biasa hal itu sering di zaman sekrng,label_3
"Hal ini , apabila vidio pornografi ditonton akan menimbulkan efek yang luar biasa. Bisa ke arah psikologi",label_3
"ya, dapat merusak pikiran",label_3
suatu hal yg buruk,label_3
kurang nyaman dan gelisah,label_3
kadang-kadang merasa malu,label_3
"Sering banget ngerasain gitu, kok aku jadi gini",label_3
Saya merasa tidak cukup umur untuk melihat konten pornografi,label_3
Malu sih iya selagi tidak ketahuan gapapa,label_3
"Malu, malu kepada diri sendiri dan malu kepada Tuhan.",label_3
merasa negeri telah rusak,label_3
seharusnya tidak perlu dilakukan,label_3
saya merasa melakukan kesalahan,label_3
"Pernah beberapa kali menjadi gelisah dan uring-uringan.
Selanjutkan hal tersebut lah yang membuat saya bisa berhenti dan menghindari hal tersebut hingga sebelum menikah sampai sekarang",label_3
"Menurut saya hal ini terjadi dikan menyebabkan orang-orang yang menonton akan merasa tidak PD, tertekan",label_3
merusak pikiran,label_3
merasa tertekan bila nntn spt itu,label_3
saya tidak suka,label_3
Lebih sering nya sih merasa bersalah,label_3
Kalau keseringan makin tertekan,label_3
Kalau keseringan iya,label_3
Jadi overthingking takut ketahuan,label_3
iyaa takut ketahuan,label_3
mengganggu aktifitas sehari-hari,label_3
"Tidak, saya tidak merasakan sakit",label_3
Mengganggu pikiran saya,label_3
"karna saya merasa bahwa hal ini tidak seharusnya dilakukan, namun saya masih saja melakukannya",label_3
saya merasa tidak enak dan lelah secara mental,label_3
pikiran menjadi tidak tenang,label_3
Saya merasa overhelmed setelah menonton pornografi,label_3
Terkadang merasa bersalah setelah menonton hal tersebut,label_3
"Iyasih kadang ngerasa sakit, kenapa ya aku suka banget nonton film erotis????",label_3
"Sakit mata dan sakit kepala karna nontonnya kan malem, otomatis begadang juga",label_3
"Sakit mata, sakit kepala, saya kalau nonton begadang bisa 2jam",label_3
"Kalau kelamaan lihat, kepala jadi berat",label_3
"Klo sakit kepala sih iya, klo nonton kelamaan",label_3
Tidak sakit hanya menysal,label_3
Pusing iya kalau kelamaan melihat/menonton,label_3
Frekuensi melihat lebih dari satu jam sakit kepala sakit mata pedih gitu,label_3
Haha sakit mata sakit kepala,label_3
Kalau kelamaan melihat lebih dari 30 menit kepala terasa berat,label_3
Sakit kepala,label_3
menyebabkan gangguan jiwa dan gila,label_3
semenjak pertama kali saya berani kayak gitu jadi kecanduan,label_4
karena saya kecanduan,label_4
saya merasa kecanduan,label_4
yakin kecanduan,label_4
yakin banget kecanduan,label_4
kecanduan karena di Tiktok banyak cewe merangsang hormon saya,label_4
Saya merasa kecanduan terhadap pornografi,label_4
Saya merasa kecanduan pornografi,label_4
Saya tiap hari membaca cerita yang berbau porno,label_4
ketergantungan,label_4
saya suka nonton film porno,label_4
Gabut berujung kecanduan,label_4
"Yakin banget, soalnya saya tiap hari melihat entah disengaja atau tidak disengaja",label_4
iya saya merasa saya kecanduan pornografi,label_4
"Netral, saya merasa tidak kecanduan tetapi terkadang juga suka menonton pornografi",label_4
Akhir akhir ini lumayan sering,label_4
Tiap hari saya melihat gituan,label_4
Tiap hari melihat,label_4
Tiap hari melihat jadi kecanduan,label_4
Akhir-akhir ini setress trs cari pelampiasan,label_4
Mau bentuk video/karya tulisan/karya dalam bentuk gambar tiap hari saya lihat,label_4
Iman saya lemah,label_4
Kalau hormon lagi tinggi wih bisa parah buat cari pelampiasan,label_4
Akhir akhir ini kayak gitu,label_4
Terkadang sayang merasa sangat tertarik ketika melihat wanita dan mulai membayangkan yang hal yang vulgar,label_4
"Saya tidak tahu alasannya, perasaan itu muncul tiba-tiba saja",label_4
Nikmat,label_4
Terkadang saya merasa ingin terus-terusan menonton pornografi,label_4
Saya selalu hilang fokus jika sedang bekerja dan teringat dengan pornografi,label_4
Saya gabisa kalo ga nonton porno sehari aja,label_4
Rasanya ingin menonton walaupun sebentar,label_4
"Pikiran saya kotor banget, kadang datang secara tiba-tiba, ya kayak kepikiran aja",label_4
merasa kecanduan,label_4
Kepikiran mulu,label_4
Kayaknya hormon ku baru tinggi,label_4
Kalau tidak sengaja lihat jadi kepikiran,label_4
Ya karna baru pertamakali,label_4
Soalnya ceritanya juga seru,label_4
Saya mudah terpengaruh,label_4
sangat sering saya tertarik terhadap pornografi,label_4
Mungkin karna hormon saya baru tinggi-tingginya jadi mudah terpengaruh,label_4
"Media pornografinya berupa sketsa gambar gitu, gambarnya juga bagus bagus",label_4
Kadang tiba2 ngga sengaja lihat jadi pengen lihat lainnya pdhl mah pengen tobat,label_4
Dipengaruhi hormon,label_4
benar saya sering tertarik dengan pornografi online,label_4
Akhir akhir ini setress,label_4
Saya selalu menyediakan waktu setiap hari untuk menonton pornografi,label_4
"Saya gabisa kalo ga nonton porno sehari aja, biasanya suka ngatur tiap malem harus nonton",label_4
Jadwal tiap malam,label_4
Medianya memang semenarik itu,label_4
saya selalu mengatur jadwal pada malam hari sebelum tidur untuk melihat pornografi,label_4
Godaan saat sendiri sangatlah dahsyat,label_4
Agar tidak masuk ke lingkungan tersebut,label_4
Gk asik,label_4
Lebih memilih untuk membaur bersama teman-teman dengan syarat kegiatan yang dilakukan lebih positif,label_4
Terkadang saya merasa malas banget untuk bertemu dengan teman-teman saya,label_4
Kalau diajaknya malam jelas saya tolak,label_4
Kalau pornografi dalam bentuk karya tulisan dan ceritanya seru iya banget,label_4
Tidak pernah untuk mencuri kesempatan melihat demikian,label_4
lebih nikmat,label_4
Kadang kalau tugas lagi buanyak banget blm selesai2 ya saya sempetin,label_4
"Kalau baru suntuk banget, setress, iya saya tunda",label_4
Sering nunda tugas gara2 setress,label_4
Membaca cerita berbau porno lebih seru aja,label_4
"hal ini sangat perlu di cegah, memberikan dampak negatif",label_4
Karna melihat pornografi adalah hal yang memalukan,label_4
Menurut saya hal ini sangat tabu dan sebagai manusia beragama hal ini sangat berlawanan dengan prinsip beragama,label_4
"iya, saya sering merasa malu telah menonton pornografi",label_4
Malu ini merupakan sesuatu hal yang buruk,label_4
Karna setelah menonton tersadar bahwa ini merupakan sesuatu yang tidak seharusnya untuk dinonton. Dan malu karna kalah daripada hawa nafsu,label_4
saya merasa berdosa,label_4
Saya merasa bersalah,label_4
terkadang saya merasa malu,label_4
"tentu, sangat merasa malu",label_4
Saya merasa malu setelah menonton pornografi dan merasa bersalah terhadap diri saya sendiri,label_4
hal tersebut tidak sesuai dengan norma di masyarakat dan merusak tubuh,label_4
